0  2.36697522963148E-0316
1  6.71558954847018E-0001
2  9.95184726672197E-0001
3  8.03207531480645E-0001
4  1.95090322016128E-0001
5 -5.14102744193222E-0001
6 -9.56940335732209E-0001
7 -9.03989293123443E-0001
8 -3.82683432365090E-0001
9  3.36889853392220E-0001
10  8.81921264348355E-0001
11  9.70031253194544E-0001
12  5.55570233019602E-0001
13 -1.46730474455362E-0001
14 -7.73010453362737E-0001
15 -9.98795456205172E-0001
16 -7.07106781186548E-0001
17 -4.90676743274180E-0002
18  6.34393284163645E-0001
19  9.89176509964781E-0001
20  8.31469612302545E-0001
21  2.42980179903264E-0001
22 -4.71396736825998E-0001
23 -9.41544065183021E-0001
24 -9.23879532511287E-0001
25 -4.27555093430282E-0001
26  2.90284677254462E-0001
27  8.57728610000272E-0001
28  9.80785280403230E-0001
29  5.95699304492433E-0001
30 -9.80171403295606E-0002
31 -7.40951125354959E-0001
32 -1.00000000000000E+0000
33 -7.40951125354959E-0001
34 -9.80171403295606E-0002
35  5.95699304492433E-0001
36  9.80785280403230E-0001
37  8.57728610000272E-0001
38  2.90284677254462E-0001
39 -4.27555093430282E-0001
40 -9.23879532511287E-0001
41 -9.41544065183021E-0001
42 -4.71396736825998E-0001
43  2.42980179903264E-0001
44  8.31469612302545E-0001
45  9.89176509964781E-0001
46  6.34393284163645E-0001
47 -4.90676743274180E-0002
48 -7.07106781186548E-0001
49 -9.98795456205172E-0001
50 -7.73010453362737E-0001
51 -1.46730474455362E-0001
52  5.55570233019602E-0001
53  9.70031253194544E-0001
54  8.81921264348355E-0001
55  3.36889853392220E-0001
56 -3.82683432365090E-0001
57 -9.03989293123443E-0001
58 -9.56940335732209E-0001
59 -5.14102744193222E-0001
60  1.95090322016128E-0001
61  8.03207531480645E-0001
62  9.95184726672197E-0001
63  6.71558954847018E-0001
64 -1.89735380184963E-0018
65 -6.71558954847018E-0001
66 -9.95184726672197E-0001
67 -8.03207531480645E-0001
68 -1.95090322016128E-0001
69  5.14102744193222E-0001
70  9.56940335732209E-0001
71  9.03989293123443E-0001
72  3.82683432365090E-0001
73 -3.36889853392220E-0001
74 -8.81921264348355E-0001
75 -9.70031253194544E-0001
76 -5.55570233019602E-0001
77  1.46730474455362E-0001
78  7.73010453362737E-0001
79  9.98795456205172E-0001
80  7.07106781186548E-0001
81  4.90676743274180E-0002
82 -6.34393284163645E-0001
83 -9.89176509964781E-0001
84 -8.31469612302545E-0001
85 -2.42980179903264E-0001
86  4.71396736825998E-0001
87  9.41544065183021E-0001
88  9.23879532511287E-0001
89  4.27555093430282E-0001
90 -2.90284677254462E-0001
91 -8.57728610000272E-0001
92 -9.80785280403230E-0001
93 -5.95699304492433E-0001
94  9.80171403295606E-0002
95  7.40951125354959E-0001
96  1.00000000000000E+0000
97  7.40951125354959E-0001
98  9.80171403295606E-0002
99 -5.95699304492433E-0001
100 -9.80785280403230E-0001
101 -8.57728610000272E-0001
102 -2.90284677254462E-0001
103  4.27555093430282E-0001
104  9.23879532511287E-0001
105  9.41544065183021E-0001
106  4.71396736825998E-0001
107 -2.42980179903264E-0001
108 -8.31469612302545E-0001
109 -9.89176509964781E-0001
110 -6.34393284163645E-0001
111  4.90676743274180E-0002
112  7.07106781186548E-0001
113  9.98795456205172E-0001
114  7.73010453362737E-0001
115  1.46730474455362E-0001
116 -5.55570233019602E-0001
117 -9.70031253194544E-0001
118 -8.81921264348355E-0001
119 -3.36889853392220E-0001
120  3.82683432365090E-0001
121  9.03989293123443E-0001
122  9.56940335732209E-0001
123  5.14102744193222E-0001
124 -1.95090322016128E-0001
125 -8.03207531480645E-0001
126 -9.95184726672197E-0001
127 -6.71558954847018E-0001
128  3.79470760369927E-0018
129  6.71558954847018E-0001
130  9.95184726672197E-0001
131  8.03207531480645E-0001
132  1.95090322016128E-0001
133 -5.14102744193222E-0001
134 -9.56940335732209E-0001
135 -9.03989293123443E-0001
136 -3.82683432365090E-0001
137  3.36889853392220E-0001
138  8.81921264348355E-0001
139  9.70031253194544E-0001
140  5.55570233019602E-0001
141 -1.46730474455362E-0001
142 -7.73010453362737E-0001
143 -9.98795456205172E-0001
144 -7.07106781186548E-0001
145 -4.90676743274180E-0002
146  6.34393284163645E-0001
147  9.89176509964781E-0001
148  8.31469612302545E-0001
149  2.42980179903264E-0001
150 -4.71396736825998E-0001
151 -9.41544065183021E-0001
152 -9.23879532511287E-0001
153 -4.27555093430282E-0001
154  2.90284677254462E-0001
155  8.57728610000272E-0001
156  9.80785280403230E-0001
157  5.95699304492433E-0001
158 -9.80171403295606E-0002
159 -7.40951125354959E-0001
160 -1.00000000000000E+0000
161 -7.40951125354959E-0001
162 -9.80171403295606E-0002
163  5.95699304492433E-0001
164  9.80785280403230E-0001
165  8.57728610000272E-0001
166  2.90284677254462E-0001
167 -4.27555093430282E-0001
168 -9.23879532511287E-0001
169 -9.41544065183021E-0001
170 -4.71396736825998E-0001
171  2.42980179903264E-0001
172  8.31469612302545E-0001
173  9.89176509964781E-0001
174  6.34393284163645E-0001
175 -4.90676743274180E-0002
176 -7.07106781186548E-0001
177 -9.98795456205172E-0001
178 -7.73010453362737E-0001
179 -1.46730474455362E-0001
180  5.55570233019602E-0001
181  9.70031253194544E-0001
182  8.81921264348355E-0001
183  3.36889853392220E-0001
184 -3.82683432365090E-0001
185 -9.03989293123443E-0001
186 -9.56940335732209E-0001
187 -5.14102744193222E-0001
188  1.95090322016128E-0001
189  8.03207531480645E-0001
190  9.95184726672197E-0001
191  6.71558954847018E-0001
192 -1.26309553094561E-0017
193 -6.71558954847018E-0001
194 -9.95184726672197E-0001
195 -8.03207531480645E-0001
196 -1.95090322016128E-0001
197  5.14102744193222E-0001
198  9.56940335732209E-0001
199  9.03989293123443E-0001
200  3.82683432365090E-0001
201 -3.36889853392220E-0001
202 -8.81921264348355E-0001
203 -9.70031253194544E-0001
204 -5.55570233019602E-0001
205  1.46730474455362E-0001
206  7.73010453362737E-0001
207  9.98795456205172E-0001
208  7.07106781186548E-0001
209  4.90676743274180E-0002
210 -6.34393284163645E-0001
211 -9.89176509964781E-0001
212 -8.31469612302545E-0001
213 -2.42980179903264E-0001
214  4.71396736825998E-0001
215  9.41544065183021E-0001
216  9.23879532511287E-0001
217  4.27555093430282E-0001
218 -2.90284677254462E-0001
219 -8.57728610000272E-0001
220 -9.80785280403230E-0001
221 -5.95699304492433E-0001
222  9.80171403295606E-0002
223  7.40951125354959E-0001
224  1.00000000000000E+0000
225  7.40951125354959E-0001
226  9.80171403295606E-0002
227 -5.95699304492433E-0001
228 -9.80785280403230E-0001
229 -8.57728610000272E-0001
230 -2.90284677254462E-0001
231  4.27555093430282E-0001
232  9.23879532511287E-0001
233  9.41544065183021E-0001
234  4.71396736825998E-0001
235 -2.42980179903264E-0001
236 -8.31469612302545E-0001
237 -9.89176509964781E-0001
238 -6.34393284163645E-0001
239  4.90676743274180E-0002
240  7.07106781186548E-0001
241  9.98795456205172E-0001
242  7.73010453362737E-0001
243  1.46730474455362E-0001
244 -5.55570233019602E-0001
245 -9.70031253194544E-0001
246 -8.81921264348355E-0001
247 -3.36889853392220E-0001
248  3.82683432365090E-0001
249  9.03989293123443E-0001
250  9.56940335732209E-0001
251  5.14102744193222E-0001
252 -1.95090322016128E-0001
253 -8.03207531480645E-0001
254 -9.95184726672197E-0001
255 -6.71558954847018E-0001
256  7.58941520739853E-0018
257  6.71558954847018E-0001
258  9.95184726672197E-0001
259  8.03207531480645E-0001
260  1.95090322016128E-0001
261 -5.14102744193222E-0001
262 -9.56940335732209E-0001
263 -9.03989293123443E-0001
264 -3.82683432365090E-0001
265  3.36889853392220E-0001
266  8.81921264348355E-0001
267  9.70031253194544E-0001
268  5.55570233019602E-0001
269 -1.46730474455362E-0001
270 -7.73010453362737E-0001
271 -9.98795456205172E-0001
272 -7.07106781186548E-0001
273 -4.90676743274180E-0002
274  6.34393284163645E-0001
275  9.89176509964781E-0001
276  8.31469612302545E-0001
277  2.42980179903264E-0001
278 -4.71396736825998E-0001
279 -9.41544065183021E-0001
280 -9.23879532511287E-0001
281 -4.27555093430282E-0001
282  2.90284677254462E-0001
283  8.57728610000272E-0001
284  9.80785280403230E-0001
285  5.95699304492433E-0001
286 -9.80171403295606E-0002
